Id_Activity,Id_Cryptocurrency,Id_Asset ,Id_Status
1,1,1,1
2,2,1,1
3,3,1,1
4,4,1,1
5,5,1,1
6,6,1,1
7,7,1,1
8,8,1,1
9,9,1,1
10,10,1,1
11,11,2,2
12,12,1,1
13,13,1,1
14,14,1,1
15,15,1,1
16,16,1,1
17,17,1,1
18,18,1,1
19,19,1,1
20,20,1,1
21,21,1,1
22,22,1,1
23,23,1,1
24,24,1,1
25,25,1,1
26,26,1,1
27,27,1,1
28,28,1,1
29,29,1,1
30,30,1,1
31,31,1,1
32,32,1,1
33,33,1,1
34,34,1,1
35,35,1,1
36,36,1,1
37,37,2,2
38,38,2,2
39,39,1,1
40,40,1,1
41,41,1,1
42,42,1,1
43,43,1,1
44,44,1,1
45,45,1,1
46,46,1,1
47,47,1,1
48,48,1,1
49,49,1,1
50,50,2,2
51,51,1,1
52,52,2,2
53,53,1,1
54,54,1,1
55,55,1,1
56,56,1,1
57,57,2,2
58,58,1,1
59,59,1,1
60,60,1,1
61,61,1,1
62,62,1,1
63,63,1,1
64,64,1,1
65,65,1,1
66,66,2,3
67,67,2,2
68,68,1,1
69,69,1,1
70,70,1,1
71,71,1,1
72,72,1,1
73,73,1,1
74,74,1,1
75,75,1,1
76,76,1,1
77,77,2,2
78,78,1,1
79,79,1,1
80,80,2,2
81,81,1,1
82,82,1,1
83,83,1,1
84,84,2,2
85,85,1,1
86,86,1,1
87,87,1,1
88,88,1,1
89,89,1,1
90,90,1,1
91,91,1,1
92,92,1,1
93,93,1,1
94,94,1,1
95,95,1,1
96,96,2,2
97,97,1,1
98,98,1,1
99,99,1,1
100,100,3,4
101,101,2,2
102,102,1,1
103,103,3,4
104,104,1,1
105,105,2,2
106,106,1,1
107,107,1,1
108,108,2,2
109,109,1,1
110,110,1,1
111,111,1,1
112,112,1,1
113,113,1,1
114,114,1,1
115,115,1,1
116,116,1,1
117,117,1,1
118,118,1,1
119,119,1,1
120,120,1,1
121,121,1,1
122,122,2,2
123,123,1,1
124,124,1,1
125,125,2,2
126,126,1,1
127,127,1,1
128,128,1,1
129,129,1,1
130,130,1,1
131,131,1,1
132,132,1,1
133,133,2,2
134,134,2,4
135,135,1,1
136,136,3,4
137,137,1,1
138,138,1,1
139,139,1,1
140,140,2,4
141,141,1,1
142,142,1,1
143,143,2,2
144,144,1,1
145,145,2,2
146,146,1,1
147,147,1,1
148,148,1,1
149,149,1,1
150,150,1,1
151,151,1,1
152,152,2,2
153,153,1,1
154,154,1,1
155,155,1,1
156,156,2,2
157,157,2,2
158,158,2,2
159,159,1,1
160,160,1,1
161,161,1,1
162,162,1,1
163,163,1,1
164,164,1,1
165,165,1,1
166,166,1,1
167,167,2,2
168,168,1,1
169,169,1,1
170,170,1,1
171,171,1,1
172,172,2,2
173,173,2,2
174,174,1,1
175,175,1,1
176,176,1,1
177,177,1,1
178,178,1,1
179,179,1,1
180,180,1,1
181,181,2,2
182,182,2,2
183,183,1,1
184,184,1,1
185,185,1,1
186,186,1,1
187,187,2,2
188,188,2,2
189,189,1,1
190,190,1,1
191,191,2,2
192,192,1,1
193,193,1,1
194,194,2,2
195,195,1,1
196,196,2,2
197,197,2,2
198,198,1,1
199,199,1,1
200,200,1,1
201,201,1,1
202,202,1,1
203,203,1,1
204,204,1,1
205,205,1,1
206,206,1,1
207,207,1,1
208,208,2,2
209,209,1,1
210,210,1,1
211,211,1,1
212,212,1,1
213,213,1,1
214,214,2,4
215,215,1,1
216,216,2,4
217,217,1,1
218,218,1,1
219,219,1,1
220,220,1,1
221,221,1,1
222,222,1,1
223,223,1,1
224,224,1,1
225,225,1,1
226,226,1,1
227,227,1,1
228,228,1,1
229,229,1,1
230,230,1,1
231,231,1,1
232,232,1,1
233,233,1,1
234,234,1,1
235,235,2,2
236,236,1,1
237,237,2,4
238,238,1,1
239,239,1,1
240,240,1,1
241,241,1,1
242,242,1,1
243,243,1,1
244,244,1,1
245,245,1,1
246,246,1,1
247,247,2,3
248,248,2,2
249,249,1,1
250,250,1,1
251,251,2,3
252,252,1,1
253,253,1,1
254,254,1,1
255,255,1,1
256,256,2,2
257,257,1,1
258,258,1,1
259,259,1,1
260,260,1,1
261,261,2,3
262,262,1,1
263,263,1,1
264,264,1,1
265,265,1,1
266,266,1,1
267,267,1,1
268,268,1,1
269,269,1,1
270,270,1,1
271,271,1,1
272,272,1,1
273,273,1,1
274,274,2,2
275,275,1,1
276,276,1,1
277,277,1,1
278,278,1,1
279,279,1,1
280,280,1,1
281,281,1,1
282,282,1,1
283,283,1,1
284,284,1,1
285,285,1,1
286,286,1,1
287,287,1,1
288,288,1,1
289,289,1,1
290,290,1,1
291,291,1,1
292,292,2,2
293,293,1,1
294,294,2,2
295,295,1,1
296,296,2,2
297,297,1,1
298,298,1,1
299,299,1,1
300,300,1,1
301,301,2,2
302,302,1,1
303,303,1,1
304,304,2,2
305,305,1,1
306,306,1,1
307,307,1,1
308,308,2,2
309,309,2,2
310,310,1,1
311,311,1,1
312,312,1,1
313,313,2,3
314,314,2,2
315,315,1,1
316,316,1,1
317,317,1,1
318,318,1,1
319,319,1,1
320,320,1,1
321,321,1,1
322,322,1,1
323,323,1,1
324,324,1,1
325,325,2,2
326,326,1,1
327,327,1,1
328,328,1,1
329,329,1,1
330,330,2,2
331,331,1,1
332,332,1,1
333,333,1,1
334,334,1,1
335,335,1,1
336,336,1,1
337,337,1,1
338,338,1,1
339,339,2,2
340,340,2,2
341,341,1,1
342,342,1,1
343,343,1,1
344,344,1,1
345,345,1,1
346,346,1,1
347,347,1,1
348,348,1,1
349,349,1,1
350,350,1,1
351,351,1,1
352,352,1,1
353,353,2,2
354,354,1,1
355,355,1,1
356,356,1,1
357,357,2,2
358,358,1,1
359,359,1,1
360,360,1,1
361,361,1,1
362,362,1,1
363,363,1,1
364,364,1,1
365,365,1,1
366,366,1,1
367,367,1,1
368,368,1,1
369,369,1,1
370,370,1,1
371,371,1,1
372,372,1,1
373,373,1,1
374,374,1,1
375,375,1,1
376,376,1,1
377,377,1,1
378,378,1,1
379,379,1,1
380,380,1,1
381,381,1,1
382,382,1,1
383,383,1,1
384,384,1,1
385,385,1,1
386,386,1,1
387,387,1,1
388,388,1,1
389,389,1,1
390,390,1,1
391,391,1,1
392,392,2,2
393,393,1,1
394,394,1,1
395,395,2,4
396,396,1,1
397,397,2,2
398,398,1,1
399,399,2,2
400,400,2,2
401,401,2,2
402,402,2,4
403,403,1,1
404,404,2,4
405,405,1,1
406,406,1,1
407,407,1,1
408,408,2,2
409,409,1,1
410,410,1,1
411,411,1,1
412,412,2,2
413,413,2,2
414,414,1,1
415,415,1,1
416,416,3,4
417,417,1,1
418,418,1,1
419,419,1,1
420,420,2,2
421,421,1,1
422,422,2,2
423,423,1,1
424,424,2,3
425,425,1,1
426,426,1,1
427,427,1,1
428,428,1,1
429,429,1,1
430,430,1,1
431,431,1,1
432,432,1,1
433,433,2,4
434,434,1,1
435,435,1,1
436,436,1,1
437,437,2,4
438,438,1,1
439,439,1,1
440,440,1,1
441,441,1,1
442,442,1,1
443,443,1,1
444,444,1,1
445,445,1,1
446,446,1,1
447,447,1,1
448,448,1,1
449,449,1,1
450,450,1,1
451,451,1,1
452,452,2,2
453,453,1,1
454,454,1,1
455,455,1,1
456,456,1,1
457,457,1,1
458,458,1,1
459,459,2,2
460,460,1,1
461,461,1,1
462,462,2,3
463,463,1,1
464,464,1,1
465,465,1,1
466,466,1,1
467,467,2,2
468,468,1,1
469,469,2,2
470,470,1,1
471,471,2,2
472,472,1,1
473,473,2,2
474,474,1,1
475,475,1,1
476,476,1,1
477,477,2,2
478,478,1,1
479,479,1,1
480,480,2,4
481,481,1,1
482,482,1,1
483,483,1,1
484,484,1,1
485,485,1,1
486,486,1,1
487,487,1,1
488,488,2,2
489,489,1,1
490,490,1,1
491,491,1,1
492,492,1,1
493,493,1,1
494,494,1,1
495,495,2,2
496,496,1,1
497,497,1,1
498,498,1,1
499,499,2,2
500,500,1,1
501,501,1,1
502,502,2,2
503,503,1,1
504,504,2,4
505,505,2,4
506,506,2,2
507,507,1,1
508,508,1,1
509,509,1,1
510,510,1,1
511,511,1,1
512,512,1,1
513,513,1,1
514,514,1,1
515,515,1,1
516,516,1,1
517,517,1,1
518,518,1,1
519,519,1,1
520,520,1,1
521,521,1,1
522,522,2,2
523,523,1,1
524,524,1,1
525,525,1,1
526,526,1,1
527,527,1,1
528,528,1,1
529,529,1,1
530,530,1,1
531,531,1,1
532,532,1,1
533,533,1,1
534,534,2,4
535,535,1,1
536,536,1,1
537,537,1,1
538,538,1,1
539,539,2,2
540,540,1,1
541,541,1,1
542,542,1,1
543,543,1,1
544,544,1,1
545,545,1,1
546,546,3,4
547,547,1,1
548,548,2,2
549,549,2,2
550,550,1,1
551,551,2,2
552,552,1,1
553,553,1,1
554,554,1,1
555,555,1,1
556,556,1,1
557,557,1,1
558,558,1,1
559,559,2,2
560,560,1,1
561,561,1,1
562,562,1,1
563,563,2,4
564,564,1,1
565,565,1,1
566,566,1,1
567,567,1,1
568,568,1,1
569,569,1,1
570,570,1,1
571,571,1,1
572,572,1,1
573,573,1,1
574,574,1,1
575,575,1,1
576,576,1,1
577,577,1,1
578,578,1,1
579,579,1,1
580,580,1,1
581,581,1,1
582,582,1,1
583,583,1,1
584,584,1,1
585,585,2,2
586,586,1,1
587,587,2,2
588,588,1,1
589,589,1,1
590,590,1,1
591,591,1,1
592,592,1,1
593,593,1,1
594,594,2,2
595,595,1,1
596,596,1,1
597,597,1,1
598,598,1,1
599,599,1,1
600,600,1,1
601,601,1,1
602,602,1,1
603,603,2,2
604,604,1,1
605,605,3,4
606,606,1,1
607,607,1,1
608,608,1,1
609,609,2,2
610,610,1,1
611,611,1,1
612,612,1,1
613,613,2,2
614,614,2,2
615,615,1,1
616,616,2,2
617,617,1,1
618,618,1,1
619,619,1,1
620,620,1,1
621,621,1,1
622,622,1,1
623,623,1,1
624,624,1,1
625,625,1,1
626,626,2,2
627,627,1,1
628,628,1,1
629,629,1,1
630,630,1,1
631,631,1,1
632,632,2,4
633,633,1,1
634,634,1,1
635,635,1,1
636,636,1,1
637,637,1,1
638,638,1,1
639,639,1,1
640,640,1,1
641,641,2,2
642,642,2,2
643,643,1,1
644,644,1,1
645,645,1,1
646,646,1,1
647,647,1,1
648,648,2,2
649,649,1,1
650,650,1,1
651,651,2,2
652,652,1,1
653,653,1,1
654,654,1,1
655,655,1,1
656,656,1,1
657,657,1,1
658,658,2,2
659,659,1,1
660,660,1,1
661,661,1,1
662,662,1,1
663,663,2,2
664,664,2,2
665,665,1,1
666,666,1,1
667,667,1,1
668,668,1,1
669,669,1,1
670,670,1,1
671,671,2,2
672,672,1,1
673,673,1,1
674,674,1,1
675,675,2,2
676,676,1,1
677,677,1,1
678,678,2,2
679,679,2,4
680,680,1,1
681,681,1,1
682,682,1,1
683,683,2,4
684,684,2,2
685,685,1,1
686,686,1,1
687,687,1,1
688,688,1,1
689,689,1,1
690,690,1,1
691,691,2,2
692,692,1,1
693,693,1,1
694,694,1,1
695,695,1,1
696,696,1,1
697,697,2,4
698,698,1,1
699,699,1,1
700,700,1,1
701,701,2,2
702,702,1,1
703,703,1,1
704,704,1,1
705,705,1,1
706,706,1,1
707,707,1,1
708,708,1,1
709,709,1,1
710,710,1,1
711,711,1,1
712,712,1,1
713,713,1,1
714,714,1,1
715,715,1,1
716,716,1,1
717,717,1,1
718,718,2,2
719,719,1,1
720,720,1,1
721,721,2,2
722,722,2,2
723,723,1,1
724,724,2,2
725,725,2,2
726,726,1,1
727,727,2,2
728,728,1,1
729,729,2,4
730,730,1,1
731,731,1,1
732,732,1,1
733,733,1,1
734,734,1,1
735,735,1,1
736,736,2,3
737,737,1,1
738,738,1,1
739,739,1,1
740,740,1,1
741,741,1,1
742,742,1,1
743,743,1,1
744,744,1,1
745,745,1,1
746,746,1,1
747,747,2,2
748,748,1,1
749,749,1,1
750,750,1,1
751,751,1,1
752,752,2,2
753,753,1,1
754,754,1,1
755,755,1,1
756,756,1,1
757,757,1,1
758,758,1,1
759,759,1,1
760,760,1,1
761,761,1,1
762,762,1,1
763,763,1,1
764,764,1,1
765,765,1,1
766,766,1,1
767,767,1,1
768,768,1,1
769,769,1,1
770,770,2,4
771,771,1,1
772,772,1,1
773,773,1,1
774,774,1,1
775,775,2,2
776,776,2,2
777,777,2,2
778,778,1,1
779,779,1,1
780,780,1,1
781,781,1,1
782,782,1,1
783,783,2,2
784,784,1,1
785,785,1,1
786,786,1,1
787,787,1,1
788,788,1,1
789,789,1,1
790,790,1,1
791,791,1,1
792,792,1,1
793,793,1,1
794,794,2,2
795,795,2,2
796,796,1,1
797,797,1,1
798,798,1,1
799,799,1,1
800,800,1,1
801,801,1,1
802,802,1,1
803,803,1,1
804,804,1,1
805,805,1,1
806,806,2,2
807,807,1,1
808,808,1,1
809,809,2,4
810,810,1,1
811,811,1,1
812,812,1,1
813,813,1,1
814,814,2,2
815,815,1,1
816,816,1,1
817,817,1,1
818,818,1,1
819,819,1,1
820,820,2,2
821,821,1,1
822,822,1,1
823,823,1,1
824,824,1,1
825,825,1,1
826,826,1,1
827,827,1,1
828,828,1,1
829,829,1,1
830,830,1,1
831,831,1,1
832,832,1,1
833,833,1,1
834,834,1,1
835,835,2,2
836,836,1,1
837,837,1,1
838,838,1,1
839,839,2,2
840,840,2,2
841,841,2,4
842,842,1,1
843,843,1,1
844,844,1,1
845,845,1,1
846,846,1,1
847,847,1,1
848,848,1,1
849,849,1,1
850,850,1,1
851,851,1,1
852,852,1,1
853,853,2,2
854,854,1,1
855,855,1,1
856,856,1,1
857,857,1,1
858,858,1,1
859,859,1,1
860,860,2,2
861,861,1,1
862,862,1,1
863,863,1,1
864,864,1,1
865,865,1,1
866,866,1,1
867,867,2,3
868,868,1,1
869,869,1,1
870,870,1,1
871,871,1,1
872,872,1,1
873,873,1,1
874,874,1,1
875,875,1,1
876,876,1,1
877,877,1,1
878,878,2,2
879,879,1,1
880,880,1,1
881,881,1,1
882,882,1,1
883,883,1,1
884,884,1,1
885,885,2,3
886,886,1,1
887,887,2,2
888,888,1,1
889,889,1,1
890,890,2,2
891,891,1,1
892,892,2,2
893,893,1,1
894,894,1,1
895,895,1,1
896,896,1,1
897,897,1,1
898,898,1,1
899,899,1,1
900,900,1,1
901,901,1,1
902,902,1,1
903,903,1,1
904,904,2,2
905,905,1,1
906,906,1,1
907,907,1,1
908,908,1,1
909,909,1,1
910,910,1,1
911,911,2,4
912,912,1,1
913,913,1,1
914,914,1,1
915,915,2,2
916,916,1,1
917,917,2,2
918,918,1,1
919,919,1,1
920,920,1,1
921,921,1,1
922,922,1,1
923,923,2,2
924,924,1,1
925,925,2,2
926,926,2,2
927,927,1,1
928,928,1,1
929,929,1,1
930,930,1,1
931,931,1,1
932,932,1,1
933,933,2,2
934,934,2,2
935,935,1,1
936,936,1,1
937,937,1,1
938,938,1,1
939,939,2,2
940,940,1,1
941,941,1,1
942,942,1,1
943,943,1,1
944,944,1,1
945,945,1,1
946,946,2,2
947,947,1,1
948,948,1,1
949,949,2,2
950,950,1,1
951,951,2,4
952,952,1,1
953,953,1,1
954,954,1,1
955,955,2,4
956,956,1,1
957,957,1,1
958,958,1,1
959,959,1,1
960,960,1,1
961,961,2,2
962,962,2,2
963,963,1,1
964,964,1,1
965,965,1,1
966,966,1,1
967,967,1,1
968,968,1,1
969,969,1,1
970,970,2,2
971,971,1,1
972,972,1,1
973,973,2,2
974,974,2,2
975,975,1,1
976,976,1,1
977,977,1,1
978,978,2,4
979,979,1,1
980,980,1,1
981,981,1,1
982,982,2,2
983,983,1,1
984,984,1,1
985,985,2,2
986,986,1,1
987,987,1,1
988,988,1,1
989,989,1,1
990,990,2,2
991,991,2,2
992,992,1,1
993,993,1,1
994,994,1,1
995,995,2,2
996,996,1,1
997,997,1,1
998,998,2,2
999,999,1,1
1000,1000,1,1
1001,1001,1,1
1002,1002,1,1
1003,1003,1,1
1004,1004,1,1
1005,1005,1,1
1006,1006,1,1
1007,1007,1,1
1008,1008,1,1
1009,1009,1,1
1010,1010,1,1
1011,1011,1,1
1012,1012,1,1
1013,1013,1,1
1014,1014,1,1
1015,1015,1,1
1016,1016,2,2
1017,1017,1,1
1018,1018,2,2
1019,1019,1,1
1020,1020,1,1
1021,1021,1,1
1022,1022,1,1
1023,1023,1,1
1024,1024,2,2
1025,1025,1,1
1026,1026,1,1
1027,1027,1,1
1028,1028,1,1
1029,1029,2,4
1030,1030,1,1
1031,1031,1,1
1032,1032,1,1
1033,1033,1,1
1034,1034,1,1
1035,1035,1,1
1036,1036,1,1
1037,1037,2,2
1038,1038,1,1
1039,1039,1,1
1040,1040,1,1
1041,1041,1,1
1042,1042,1,1
1043,1043,1,1
1044,1044,1,1
1045,1045,2,2
1046,1046,1,1
1047,1047,1,1
1048,1048,1,1
1049,1049,1,1
1050,1050,2,2
1051,1051,1,1
1052,1052,1,1
1053,1053,1,1
1054,1054,1,1
1055,1055,1,1
1056,1056,1,1
1057,1057,2,4
1058,1058,2,2
1059,1059,2,4
1060,1060,2,2
1061,1061,2,3
1062,1062,2,4
1063,1063,2,2
1064,1064,2,2
1065,1065,2,2
1066,1066,2,4
1067,1067,2,2
1068,1068,2,2
1069,1069,2,2
1070,1070,2,2
1071,1071,2,2
1072,1072,2,2
1073,1073,2,2
1074,1074,2,4
1075,1075,2,4
1076,1076,2,2
1077,1077,2,4
1078,1078,2,2
1079,1079,2,2
1080,1080,2,2
1081,1081,2,2
1082,1082,2,2
1083,1083,2,2
1084,1084,2,4
1085,1085,2,2
1086,1086,2,2
1087,1087,2,2
1088,1088,2,2
1089,1089,2,2
1090,1090,2,4
1091,1091,2,2
1092,1092,2,2
1093,1093,2,2
1094,1094,2,2
1095,1095,2,2
1096,1096,2,4
1097,1097,2,2
1098,1098,2,2
1099,1099,2,4
1100,1100,2,2
1101,1101,2,2
1102,1102,2,4
1103,1103,2,2
1104,1104,2,4
1105,1105,2,2
1106,1106,2,2
1107,1107,2,4
1108,1108,2,2
1109,1109,2,2
1110,1110,2,2
1111,1111,2,2
1112,1112,2,2
1113,1113,2,2
1114,1114,2,2
1115,1115,2,2
1116,1116,2,2
1117,1117,2,2
1118,1118,2,2
1119,1119,2,2
1120,1120,2,2
1121,1121,2,2
1122,1122,2,4
1123,1123,2,4
1124,1124,2,2
1125,1125,2,4
1126,1126,2,4
1127,1127,2,4
1128,1128,2,4
1129,1129,2,2
1130,1130,2,2
1131,1131,2,2
1132,1132,2,2
1133,1133,2,2
1134,1134,2,2
1135,1135,2,2
1136,1136,2,2
1137,1137,2,2
1138,1138,2,2
1139,1139,2,2
1140,1140,2,2
1141,1141,2,2
1142,1142,3,4
1143,1143,2,2
1144,1144,2,2
1145,1145,2,2
1146,1146,2,2
1147,1147,2,2
1148,1148,2,2
1149,1149,2,2
1150,1150,2,4
1151,1151,2,4
1152,1152,3,4
1153,1153,2,2
1154,1154,2,2
1155,1155,2,4
1156,1156,2,2
1157,1157,2,2
1158,1158,2,2
1159,1159,2,2
1160,1160,2,2
1161,1161,2,2
1162,1162,2,2
1163,1163,2,2
1164,1164,3,4
1165,1165,2,2
1166,1166,2,4
1167,1167,2,2
1168,1168,2,4
1169,1169,2,4
1170,1170,2,4
1171,1171,3,4
1172,1172,3,4
1173,1173,3,4
1174,1174,3,4
1175,1175,3,4
1176,1176,3,4
1177,1177,3,4
1178,1178,3,4
1179,1179,3,4
1180,1180,3,4
1181,1181,3,4
1182,1182,3,4
1183,1183,2,2
1184,1184,2,2
1185,1185,2,4
1186,1186,2,2
1187,1187,2,4
1188,1188,2,2
1189,1189,2,2
1190,1190,2,3
1191,1191,2,2
1192,1192,2,4
1193,1193,2,2
1194,1194,2,2
1195,1195,2,4
1196,1196,2,2
1197,1197,2,2
1198,1198,2,2
1199,1199,2,2
1200,1200,2,3
1201,1201,2,2
1202,1202,2,4
1203,1203,2,3
1204,1204,2,2
1205,1205,2,2
1206,1206,3,4
1207,1207,2,4
1208,1208,2,2
1209,1209,2,2
1210,1210,2,2
1211,1211,2,2
1212,1212,2,4
1213,1213,2,2
1214,1214,2,2
1215,1215,2,2
1216,1216,2,2
1217,1217,2,2
1218,1218,2,2
1219,1219,3,4
1220,1220,2,3
1221,1221,2,2
1222,1222,2,2
1223,1223,2,4
1224,1224,2,2
1225,1225,2,3
1226,1226,2,2
1227,1227,2,4
1228,1228,2,2
1229,1229,2,4
1230,1230,2,2
1231,1231,2,4
1232,1232,2,4
1233,1233,2,2
1234,1234,2,2
1235,1235,2,4
1236,1236,2,4
1237,1237,2,2
1238,1238,2,2
1239,1239,2,2
1240,1240,2,4
1241,1241,2,2
1242,1242,2,2
1243,1243,2,2
1244,1244,2,2
1245,1245,2,4
1246,1246,2,3
1247,1247,2,2
1248,1248,2,2
1249,1249,2,2
1250,1250,2,2
1251,1251,2,4
1252,1252,2,2
1253,1253,2,2
1254,1254,2,2
1255,1255,2,3
1256,1256,2,2
1257,1257,2,2
1258,1258,2,2
1259,1259,2,4
1260,1260,2,4
1261,1261,2,2
1262,1262,2,4
1263,1263,2,4
1264,1264,2,3
1265,1265,3,4
1266,1266,2,2
1267,1267,2,2
1268,1268,2,2
1269,1269,2,2
1270,1270,2,2
1271,1271,2,2
1272,1272,2,4
1273,1273,2,2
1274,1274,2,2
1275,1275,2,3
1276,1276,2,4
1277,1277,2,2
1278,1278,2,4
1279,1279,2,2
1280,1280,2,2
1281,1281,2,4
1282,1282,2,2
1283,1283,2,2
1284,1284,2,2
1285,1285,2,4
1286,1286,3,4
1287,1287,2,2
1288,1288,2,2
1289,1289,2,2
1290,1290,2,2
1291,1291,2,2
1292,1292,2,2
1293,1293,2,4
1294,1294,2,2
1295,1295,2,2
1296,1296,2,2
1297,1297,2,2
1298,1298,2,2
1299,1299,2,4
1300,1300,2,4
1301,1301,2,2
1302,1302,2,2
1303,1303,2,2
1304,1304,2,2
1305,1305,2,2
1306,1306,2,2
1307,1307,2,4
1308,1308,2,4
1309,1309,2,2
1310,1310,2,2
1311,1311,2,4
1312,1312,2,2
1313,1313,2,2
1314,1314,2,4
1315,1315,2,4
1316,1316,2,4
1317,1317,2,4
1318,1318,2,4
1319,1319,2,2
1320,1320,2,4
1321,1321,2,3
1322,1322,2,2
1323,1323,2,2
1324,1324,2,2
1325,1325,2,2
1326,1326,2,4
1327,1327,2,2
1328,1328,2,4
1329,1329,2,2
1330,1330,2,2
1331,1331,2,2
1332,1332,2,2
1333,1333,2,2
1334,1334,2,4
1335,1335,2,4
1336,1336,2,4
1337,1337,2,4
1338,1338,2,4
1339,1339,2,4
1340,1340,2,4
1341,1341,2,4
1342,1342,2,2
1343,1343,2,2
1344,1344,2,4
1345,1345,2,4
1346,1346,2,4
1347,1347,2,4
1348,1348,2,4
1349,1349,2,2
1350,1350,2,2
1351,1351,2,4
1352,1352,2,4
1353,1353,2,4
1354,1354,2,4
1355,1355,2,4
1356,1356,2,2
1357,1357,2,4
1358,1358,2,2
1359,1359,2,4
1360,1360,2,4
1361,1361,2,2
1362,1362,3,4
1363,1363,2,3
1364,1364,2,2
1365,1365,2,2
1366,1366,2,2
1367,1367,2,2
1368,1368,2,3
1369,1369,2,2
1370,1370,3,4
1371,1371,2,4
1372,1372,2,2
1373,1373,2,2
1374,1374,3,4
1375,1375,2,4
1376,1376,2,2
1377,1377,2,2
1378,1378,2,2
1379,1379,2,4
1380,1380,2,2
1381,1381,2,2
1382,1382,2,4
1383,1383,2,4
1384,1384,2,2
1385,1385,2,4
1386,1386,2,4
1387,1387,2,4
1388,1388,2,4
