Id_Date,Date
1,12/27/2013
2,12/28/2013
3,12/29/2013
4,12/30/2013
5,12/31/2013
6,1/1/2014
7,1/2/2014
8,1/3/2014
9,1/4/2014
10,1/5/2014
11,1/6/2014
12,1/7/2014
13,1/8/2014
14,1/9/2014
15,1/10/2014
16,1/11/2014
17,1/12/2014
18,1/13/2014
19,1/14/2014
20,1/15/2014
21,1/16/2014
22,1/17/2014
23,1/18/2014
24,1/19/2014
25,1/20/2014
26,1/21/2014
27,1/22/2014
28,1/23/2014
29,1/24/2014
30,1/25/2014
31,1/26/2014
32,1/27/2014
33,1/28/2014
34,1/29/2014
35,1/30/2014
36,1/31/2014
37,2/1/2014
38,2/2/2014
39,2/3/2014
40,2/4/2014
41,2/5/2014
42,2/6/2014
43,2/7/2014
44,2/8/2014
45,2/9/2014
46,2/10/2014
47,2/11/2014
48,2/12/2014
49,2/13/2014
50,2/14/2014
51,2/15/2014
52,2/16/2014
53,2/17/2014
54,2/18/2014
55,2/19/2014
56,2/20/2014
57,2/21/2014
58,2/22/2014
59,2/23/2014
60,2/24/2014
61,2/25/2014
62,2/26/2014
63,2/27/2014
64,2/28/2014
65,3/1/2014
66,3/2/2014
67,3/3/2014
68,3/4/2014
69,3/5/2014
70,3/6/2014
71,3/7/2014
72,3/8/2014
73,3/9/2014
74,3/10/2014
75,3/11/2014
76,3/12/2014
77,3/13/2014
78,3/14/2014
79,3/15/2014
80,3/16/2014
81,3/17/2014
82,3/18/2014
83,3/19/2014
84,3/20/2014
85,3/21/2014
86,3/22/2014
87,3/23/2014
88,3/24/2014
89,3/25/2014
90,3/26/2014
91,3/27/2014
92,3/28/2014
93,3/29/2014
94,3/30/2014
95,3/31/2014
96,4/1/2014
97,4/2/2014
98,4/3/2014
99,4/4/2014
100,4/5/2014
101,4/6/2014
102,4/7/2014
103,4/8/2014
104,4/9/2014
105,4/10/2014
106,4/11/2014
107,4/12/2014
108,4/13/2014
109,4/14/2014
110,4/15/2014
111,4/16/2014
112,4/17/2014
113,4/18/2014
114,4/19/2014
115,4/20/2014
116,4/21/2014
117,4/22/2014
118,4/23/2014
119,4/24/2014
120,4/25/2014
121,4/26/2014
122,4/27/2014
123,4/28/2014
124,4/29/2014
125,4/30/2014
126,5/1/2014
127,5/2/2014
128,5/3/2014
129,5/4/2014
130,5/5/2014
131,5/6/2014
132,5/7/2014
133,5/8/2014
134,5/9/2014
135,5/10/2014
136,5/11/2014
137,5/12/2014
138,5/13/2014
139,5/14/2014
140,5/15/2014
141,5/16/2014
142,5/17/2014
143,5/18/2014
144,5/19/2014
145,5/20/2014
146,5/21/2014
147,5/22/2014
148,5/23/2014
149,5/24/2014
150,5/25/2014
151,5/26/2014
152,5/27/2014
153,5/28/2014
154,5/29/2014
155,5/30/2014
156,5/31/2014
157,6/1/2014
158,6/2/2014
159,6/3/2014
160,6/4/2014
161,6/5/2014
162,6/6/2014
163,6/7/2014
164,6/8/2014
165,6/9/2014
166,6/10/2014
167,6/11/2014
168,6/12/2014
169,6/13/2014
170,6/14/2014
171,6/15/2014
172,6/16/2014
173,6/17/2014
174,6/18/2014
175,6/19/2014
176,6/20/2014
177,6/21/2014
178,6/22/2014
179,6/23/2014
180,6/24/2014
181,6/25/2014
182,6/26/2014
183,6/27/2014
184,6/28/2014
185,6/29/2014
186,6/30/2014
187,7/1/2014
188,7/2/2014
189,7/3/2014
190,7/4/2014
191,7/5/2014
192,7/6/2014
193,7/7/2014
194,7/8/2014
195,7/9/2014
196,7/10/2014
197,7/11/2014
198,7/12/2014
199,7/13/2014
200,7/14/2014
201,7/15/2014
202,7/16/2014
203,7/17/2014
204,7/18/2014
205,7/19/2014
206,7/20/2014
207,7/21/2014
208,7/22/2014
209,7/23/2014
210,7/24/2014
211,7/25/2014
212,7/26/2014
213,7/27/2014
214,7/28/2014
215,7/29/2014
216,7/30/2014
217,7/31/2014
218,8/1/2014
219,8/2/2014
220,8/3/2014
221,8/4/2014
222,8/5/2014
223,8/6/2014
224,8/7/2014
225,8/8/2014
226,8/9/2014
227,8/10/2014
228,8/11/2014
229,8/12/2014
230,8/13/2014
231,8/14/2014
232,8/15/2014
233,8/16/2014
234,8/17/2014
235,8/18/2014
236,8/19/2014
237,8/20/2014
238,8/21/2014
239,8/22/2014
240,8/23/2014
241,8/24/2014
242,8/25/2014
243,8/26/2014
244,8/27/2014
245,8/28/2014
246,8/29/2014
247,8/30/2014
248,8/31/2014
249,9/1/2014
250,9/2/2014
251,9/3/2014
252,9/4/2014
253,9/5/2014
254,9/6/2014
255,9/7/2014
256,9/8/2014
257,9/9/2014
258,9/10/2014
259,9/11/2014
260,9/12/2014
261,9/13/2014
262,9/14/2014
263,9/15/2014
264,9/16/2014
265,9/17/2014
266,9/18/2014
267,9/19/2014
268,9/20/2014
269,9/21/2014
270,9/22/2014
271,9/23/2014
272,9/24/2014
273,9/25/2014
274,9/26/2014
275,9/27/2014
276,9/28/2014
277,9/29/2014
278,9/30/2014
279,10/1/2014
280,10/2/2014
281,10/3/2014
282,10/4/2014
283,10/5/2014
284,10/6/2014
285,10/7/2014
286,10/8/2014
287,10/9/2014
288,10/10/2014
289,10/11/2014
290,10/12/2014
291,10/13/2014
292,10/14/2014
293,10/15/2014
294,10/16/2014
295,10/17/2014
296,10/18/2014
297,10/19/2014
298,10/20/2014
299,10/21/2014
300,10/22/2014
301,10/23/2014
302,10/24/2014
303,10/25/2014
304,10/26/2014
305,10/27/2014
306,10/28/2014
307,10/29/2014
308,10/30/2014
309,10/31/2014
310,11/1/2014
311,11/2/2014
312,11/3/2014
313,11/4/2014
314,11/5/2014
315,11/6/2014
316,11/7/2014
317,11/8/2014
318,11/9/2014
319,11/10/2014
320,11/11/2014
321,11/12/2014
322,11/13/2014
323,11/14/2014
324,11/15/2014
325,11/16/2014
326,11/17/2014
327,11/18/2014
328,11/19/2014
329,11/20/2014
330,11/21/2014
331,11/22/2014
332,11/23/2014
333,11/24/2014
334,11/25/2014
335,11/26/2014
336,11/27/2014
337,11/28/2014
338,11/29/2014
339,11/30/2014
340,12/1/2014
341,12/2/2014
342,12/3/2014
343,12/4/2014
344,12/5/2014
345,12/6/2014
346,12/7/2014
347,12/8/2014
348,12/9/2014
349,12/10/2014
350,12/11/2014
351,12/12/2014
352,12/13/2014
353,12/14/2014
354,12/15/2014
355,12/16/2014
356,12/17/2014
357,12/18/2014
358,12/19/2014
359,12/20/2014
360,12/21/2014
361,12/22/2014
362,12/23/2014
363,12/24/2014
364,12/25/2014
365,12/26/2014
366,12/27/2014
367,12/28/2014
368,12/29/2014
369,12/30/2014
370,12/31/2014
371,1/1/2015
372,1/2/2015
373,1/3/2015
374,1/4/2015
375,1/5/2015
376,1/6/2015
377,1/7/2015
378,1/8/2015
379,1/9/2015
380,1/10/2015
381,1/11/2015
382,1/12/2015
383,1/13/2015
384,1/14/2015
385,1/15/2015
386,1/16/2015
387,1/17/2015
388,1/18/2015
389,1/19/2015
390,1/20/2015
391,1/21/2015
392,1/22/2015
393,1/23/2015
394,1/24/2015
395,1/25/2015
396,1/26/2015
397,1/27/2015
398,1/28/2015
399,1/29/2015
400,1/30/2015
401,1/31/2015
402,2/1/2015
403,2/2/2015
404,2/3/2015
405,2/4/2015
406,2/5/2015
407,2/6/2015
408,2/7/2015
409,2/8/2015
410,2/9/2015
411,2/10/2015
412,2/11/2015
413,2/12/2015
414,2/13/2015
415,2/14/2015
416,2/15/2015
417,2/16/2015
418,2/17/2015
419,2/18/2015
420,2/19/2015
421,2/20/2015
422,2/21/2015
423,2/22/2015
424,2/23/2015
425,2/24/2015
426,2/25/2015
427,2/26/2015
428,2/27/2015
429,2/28/2015
430,3/1/2015
431,3/2/2015
432,3/3/2015
433,3/4/2015
434,3/5/2015
435,3/6/2015
436,3/7/2015
437,3/8/2015
438,3/9/2015
439,3/10/2015
440,3/11/2015
441,3/12/2015
442,3/13/2015
443,3/14/2015
444,3/15/2015
445,3/16/2015
446,3/17/2015
447,3/18/2015
448,3/19/2015
449,3/20/2015
450,3/21/2015
451,3/22/2015
452,3/23/2015
453,3/24/2015
454,3/25/2015
455,3/26/2015
456,3/27/2015
457,3/28/2015
458,3/29/2015
459,3/30/2015
460,3/31/2015
461,4/1/2015
462,4/2/2015
463,4/3/2015
464,4/4/2015
465,4/5/2015
466,4/6/2015
467,4/7/2015
468,4/8/2015
469,4/9/2015
470,4/10/2015
471,4/11/2015
472,4/12/2015
473,4/13/2015
474,4/14/2015
475,4/15/2015
476,4/16/2015
477,4/17/2015
478,4/18/2015
479,4/19/2015
480,4/20/2015
481,4/21/2015
482,4/22/2015
483,4/23/2015
484,4/24/2015
485,4/25/2015
486,4/26/2015
487,4/27/2015
488,4/28/2015
489,4/29/2015
490,4/30/2015
491,5/1/2015
492,5/2/2015
493,5/3/2015
494,5/4/2015
495,5/5/2015
496,5/6/2015
497,5/7/2015
498,5/8/2015
499,5/9/2015
500,5/10/2015
501,5/11/2015
502,5/12/2015
503,5/13/2015
504,5/14/2015
505,5/15/2015
506,5/16/2015
507,5/17/2015
508,5/18/2015
509,5/19/2015
510,5/20/2015
511,5/21/2015
512,5/22/2015
513,5/23/2015
514,5/24/2015
515,5/25/2015
516,5/26/2015
517,5/27/2015
518,5/28/2015
519,5/29/2015
520,5/30/2015
521,5/31/2015
522,6/1/2015
523,6/2/2015
524,6/3/2015
525,6/4/2015
526,6/5/2015
527,6/6/2015
528,6/7/2015
529,6/8/2015
530,6/9/2015
531,6/10/2015
532,6/11/2015
533,6/12/2015
534,6/13/2015
535,6/14/2015
536,6/15/2015
537,6/16/2015
538,6/17/2015
539,6/18/2015
540,6/19/2015
541,6/20/2015
542,6/21/2015
543,6/22/2015
544,6/23/2015
545,6/24/2015
546,6/25/2015
547,6/26/2015
548,6/27/2015
549,6/28/2015
550,6/29/2015
551,6/30/2015
552,7/1/2015
553,7/2/2015
554,7/3/2015
555,7/4/2015
556,7/5/2015
557,7/6/2015
558,7/7/2015
559,7/8/2015
560,7/9/2015
561,7/10/2015
562,7/11/2015
563,7/12/2015
564,7/13/2015
565,7/14/2015
566,7/15/2015
567,7/16/2015
568,7/17/2015
569,7/18/2015
570,7/19/2015
571,7/20/2015
572,7/21/2015
573,7/22/2015
574,7/23/2015
575,7/24/2015
576,7/25/2015
577,7/26/2015
578,7/27/2015
579,7/28/2015
580,7/29/2015
581,7/30/2015
582,7/31/2015
583,8/1/2015
584,8/2/2015
585,8/3/2015
586,8/4/2015
587,8/5/2015
588,8/6/2015
589,8/7/2015
590,8/8/2015
591,8/9/2015
592,8/10/2015
593,8/11/2015
594,8/12/2015
595,8/13/2015
596,8/14/2015
597,8/15/2015
598,8/16/2015
599,8/17/2015
600,8/18/2015
601,8/19/2015
602,8/20/2015
603,8/21/2015
604,8/22/2015
605,8/23/2015
606,8/24/2015
607,8/25/2015
608,8/26/2015
609,8/27/2015
610,8/28/2015
611,8/29/2015
612,8/30/2015
613,8/31/2015
614,9/1/2015
615,9/2/2015
616,9/3/2015
617,9/4/2015
618,9/5/2015
619,9/6/2015
620,9/7/2015
621,9/8/2015
622,9/9/2015
623,9/10/2015
624,9/11/2015
625,9/12/2015
626,9/13/2015
627,9/14/2015
628,9/15/2015
629,9/16/2015
630,9/17/2015
631,9/18/2015
632,9/19/2015
633,9/20/2015
634,9/21/2015
635,9/22/2015
636,9/23/2015
637,9/24/2015
638,9/25/2015
639,9/26/2015
640,9/27/2015
641,9/28/2015
642,9/29/2015
643,9/30/2015
644,10/1/2015
645,10/2/2015
646,10/3/2015
647,10/4/2015
648,10/5/2015
649,10/6/2015
650,10/7/2015
651,10/8/2015
652,10/9/2015
653,10/10/2015
654,10/11/2015
655,10/12/2015
656,10/13/2015
657,10/14/2015
658,10/15/2015
659,10/16/2015
660,10/17/2015
661,10/18/2015
662,10/19/2015
663,10/20/2015
664,10/21/2015
665,10/22/2015
666,10/23/2015
667,10/24/2015
668,10/25/2015
669,10/26/2015
670,10/27/2015
671,10/28/2015
672,10/29/2015
673,10/30/2015
674,10/31/2015
675,11/1/2015
676,11/2/2015
677,11/3/2015
678,11/4/2015
679,11/5/2015
680,11/6/2015
681,11/7/2015
682,11/8/2015
683,11/9/2015
684,11/10/2015
685,11/11/2015
686,11/12/2015
687,11/13/2015
688,11/14/2015
689,11/15/2015
690,11/16/2015
691,11/17/2015
692,11/18/2015
693,11/19/2015
694,11/20/2015
695,11/21/2015
696,11/22/2015
697,11/23/2015
698,11/24/2015
699,11/25/2015
700,11/26/2015
701,11/27/2015
702,11/28/2015
703,11/29/2015
704,11/30/2015
705,12/1/2015
706,12/2/2015
707,12/3/2015
708,12/4/2015
709,12/5/2015
710,12/6/2015
711,12/7/2015
712,12/8/2015
713,12/9/2015
714,12/10/2015
715,12/11/2015
716,12/12/2015
717,12/13/2015
718,12/14/2015
719,12/15/2015
720,12/16/2015
721,12/17/2015
722,12/18/2015
723,12/19/2015
724,12/20/2015
725,12/21/2015
726,12/22/2015
727,12/23/2015
728,12/24/2015
729,12/25/2015
730,12/26/2015
731,12/27/2015
732,12/28/2015
733,12/29/2015
734,12/30/2015
735,12/31/2015
736,1/1/2016
737,1/2/2016
738,1/3/2016
739,1/4/2016
740,1/5/2016
741,1/6/2016
742,1/7/2016
743,1/8/2016
744,1/9/2016
745,1/10/2016
746,1/11/2016
747,1/12/2016
748,1/13/2016
749,1/14/2016
750,1/15/2016
751,1/16/2016
752,1/17/2016
753,1/18/2016
754,1/19/2016
755,1/20/2016
756,1/21/2016
757,1/22/2016
758,1/23/2016
759,1/24/2016
760,1/25/2016
761,1/26/2016
762,1/27/2016
763,1/28/2016
764,1/29/2016
765,1/30/2016
766,1/31/2016
767,2/1/2016
768,2/2/2016
769,2/3/2016
770,2/4/2016
771,2/5/2016
772,2/6/2016
773,2/7/2016
774,2/8/2016
775,2/9/2016
776,2/10/2016
777,2/11/2016
778,2/12/2016
779,2/13/2016
780,2/14/2016
781,2/15/2016
782,2/16/2016
783,2/17/2016
784,2/18/2016
785,2/19/2016
786,2/20/2016
787,2/21/2016
788,2/22/2016
789,2/23/2016
790,2/24/2016
791,2/25/2016
792,2/26/2016
793,2/27/2016
794,2/28/2016
795,2/29/2016
796,3/1/2016
797,3/2/2016
798,3/3/2016
799,3/4/2016
800,3/5/2016
801,3/6/2016
802,3/7/2016
803,3/8/2016
804,3/9/2016
805,3/10/2016
806,3/11/2016
807,3/12/2016
808,3/13/2016
809,3/14/2016
810,3/15/2016
811,3/16/2016
812,3/17/2016
813,3/18/2016
814,3/19/2016
815,3/20/2016
816,3/21/2016
817,3/22/2016
818,3/23/2016
819,3/24/2016
820,3/25/2016
821,3/26/2016
822,3/27/2016
823,3/28/2016
824,3/29/2016
825,3/30/2016
826,3/31/2016
827,4/1/2016
828,4/2/2016
829,4/3/2016
830,4/4/2016
831,4/5/2016
832,4/6/2016
833,4/7/2016
834,4/8/2016
835,4/9/2016
836,4/10/2016
837,4/11/2016
838,4/12/2016
839,4/13/2016
840,4/14/2016
841,4/15/2016
842,4/16/2016
843,4/17/2016
844,4/18/2016
845,4/19/2016
846,4/20/2016
847,4/21/2016
848,4/22/2016
849,4/23/2016
850,4/24/2016
851,4/25/2016
852,4/26/2016
853,4/27/2016
854,4/28/2016
855,4/29/2016
856,4/30/2016
857,5/1/2016
858,5/2/2016
859,5/3/2016
860,5/4/2016
861,5/5/2016
862,5/6/2016
863,5/7/2016
864,5/8/2016
865,5/9/2016
866,5/10/2016
867,5/11/2016
868,5/12/2016
869,5/13/2016
870,5/14/2016
871,5/15/2016
872,5/16/2016
873,5/17/2016
874,5/18/2016
875,5/19/2016
876,5/20/2016
877,5/21/2016
878,5/22/2016
879,5/23/2016
880,5/24/2016
881,5/25/2016
882,5/26/2016
883,5/27/2016
884,5/28/2016
885,5/29/2016
886,5/30/2016
887,5/31/2016
888,6/1/2016
889,6/2/2016
890,6/3/2016
891,6/4/2016
892,6/5/2016
893,6/6/2016
894,6/7/2016
895,6/8/2016
896,6/9/2016
897,6/10/2016
898,6/11/2016
899,6/12/2016
900,6/13/2016
901,6/14/2016
902,6/15/2016
903,6/16/2016
904,6/17/2016
905,6/18/2016
906,6/19/2016
907,6/20/2016
908,6/21/2016
909,6/22/2016
910,6/23/2016
911,6/24/2016
912,6/25/2016
913,6/26/2016
914,6/27/2016
915,6/28/2016
916,6/29/2016
917,6/30/2016
918,7/1/2016
919,7/2/2016
920,7/3/2016
921,7/4/2016
922,7/5/2016
923,7/6/2016
924,7/7/2016
925,7/8/2016
926,7/9/2016
927,7/10/2016
928,7/11/2016
929,7/12/2016
930,7/13/2016
931,7/14/2016
932,7/15/2016
933,7/16/2016
934,7/17/2016
935,7/18/2016
936,7/19/2016
937,7/20/2016
938,7/21/2016
939,7/22/2016
940,7/23/2016
941,7/24/2016
942,7/25/2016
943,7/26/2016
944,7/27/2016
945,7/28/2016
946,7/29/2016
947,7/30/2016
948,7/31/2016
949,8/1/2016
950,8/2/2016
951,8/3/2016
952,8/4/2016
953,8/5/2016
954,8/6/2016
955,8/7/2016
956,8/8/2016
957,8/9/2016
958,8/10/2016
959,8/11/2016
960,8/12/2016
961,8/13/2016
962,8/14/2016
963,8/15/2016
964,8/16/2016
965,8/17/2016
966,8/18/2016
967,8/19/2016
968,8/20/2016
969,8/21/2016
970,8/22/2016
971,8/23/2016
972,8/24/2016
973,8/25/2016
974,8/26/2016
975,8/27/2016
976,8/28/2016
977,8/29/2016
978,8/30/2016
979,8/31/2016
980,9/1/2016
981,9/2/2016
982,9/3/2016
983,9/4/2016
984,9/5/2016
985,9/6/2016
986,9/7/2016
987,9/8/2016
988,9/9/2016
989,9/10/2016
990,9/11/2016
991,9/12/2016
992,9/13/2016
993,9/14/2016
994,9/15/2016
995,9/16/2016
996,9/17/2016
997,9/18/2016
998,9/19/2016
999,9/20/2016
1000,9/21/2016
1001,9/22/2016
1002,9/23/2016
1003,9/24/2016
1004,9/25/2016
1005,9/26/2016
1006,9/27/2016
1007,9/28/2016
1008,9/29/2016
1009,9/30/2016
1010,10/1/2016
1011,10/2/2016
1012,10/3/2016
1013,10/4/2016
1014,10/5/2016
1015,10/6/2016
1016,10/7/2016
1017,10/8/2016
1018,10/9/2016
1019,10/10/2016
1020,10/11/2016
1021,10/12/2016
1022,10/13/2016
1023,10/14/2016
1024,10/15/2016
1025,10/16/2016
1026,10/17/2016
1027,10/18/2016
1028,10/19/2016
1029,10/20/2016
1030,10/21/2016
1031,10/22/2016
1032,10/23/2016
1033,10/24/2016
1034,10/25/2016
1035,10/26/2016
1036,10/27/2016
1037,10/28/2016
1038,10/29/2016
1039,10/30/2016
1040,10/31/2016
1041,11/1/2016
1042,11/2/2016
1043,11/3/2016
1044,11/4/2016
1045,11/5/2016
1046,11/6/2016
1047,11/7/2016
1048,11/8/2016
1049,11/9/2016
1050,11/10/2016
1051,11/11/2016
1052,11/12/2016
1053,11/13/2016
1054,11/14/2016
1055,11/15/2016
1056,11/16/2016
1057,11/17/2016
1058,11/18/2016
1059,11/19/2016
1060,11/20/2016
1061,11/21/2016
1062,11/22/2016
1063,11/23/2016
1064,11/24/2016
1065,11/25/2016
1066,11/26/2016
1067,11/27/2016
1068,11/28/2016
1069,11/29/2016
1070,11/30/2016
1071,12/1/2016
1072,12/2/2016
1073,12/3/2016
1074,12/4/2016
1075,12/5/2016
1076,12/6/2016
1077,12/7/2016
1078,12/8/2016
1079,12/9/2016
1080,12/10/2016
1081,12/11/2016
1082,12/12/2016
1083,12/13/2016
1084,12/14/2016
1085,12/15/2016
1086,12/16/2016
1087,12/17/2016
1088,12/18/2016
1089,12/19/2016
1090,12/20/2016
1091,12/21/2016
1092,12/22/2016
1093,12/23/2016
1094,12/24/2016
1095,12/25/2016
1096,12/26/2016
1097,12/27/2016
1098,12/28/2016
1099,12/29/2016
1100,12/30/2016
1101,12/31/2016
1102,1/1/2017
1103,1/2/2017
1104,1/3/2017
1105,1/4/2017
1106,1/5/2017
1107,1/6/2017
1108,1/7/2017
1109,1/8/2017
1110,1/9/2017
1111,1/10/2017
1112,1/11/2017
1113,1/12/2017
1114,1/13/2017
1115,1/14/2017
1116,1/15/2017
1117,1/16/2017
1118,1/17/2017
1119,1/18/2017
1120,1/19/2017
1121,1/20/2017
1122,1/21/2017
1123,1/22/2017
1124,1/23/2017
1125,1/24/2017
1126,1/25/2017
1127,1/26/2017
1128,1/27/2017
1129,1/28/2017
1130,1/29/2017
1131,1/30/2017
1132,1/31/2017
1133,2/1/2017
1134,2/2/2017
1135,2/3/2017
1136,2/4/2017
1137,2/5/2017
1138,2/6/2017
1139,2/7/2017
1140,2/8/2017
1141,2/9/2017
1142,2/10/2017
1143,2/11/2017
1144,2/12/2017
1145,2/13/2017
1146,2/14/2017
1147,2/15/2017
1148,2/16/2017
1149,2/17/2017
1150,2/18/2017
1151,2/19/2017
1152,2/20/2017
1153,2/21/2017
1154,2/22/2017
1155,2/23/2017
1156,2/24/2017
1157,2/25/2017
1158,2/26/2017
1159,2/27/2017
1160,2/28/2017
1161,3/1/2017
1162,3/2/2017
1163,3/3/2017
1164,3/4/2017
1165,3/5/2017
1166,3/6/2017
1167,3/7/2017
1168,3/8/2017
1169,3/9/2017
1170,3/10/2017
1171,3/11/2017
1172,3/12/2017
1173,3/13/2017
1174,3/14/2017
1175,3/15/2017
1176,3/16/2017
1177,3/17/2017
1178,3/18/2017
1179,3/19/2017
1180,3/20/2017
1181,3/21/2017
1182,3/22/2017
1183,3/23/2017
1184,3/24/2017
1185,3/25/2017
1186,3/26/2017
1187,3/27/2017
1188,3/28/2017
1189,3/29/2017
1190,3/30/2017
1191,3/31/2017
1192,4/1/2017
1193,4/2/2017
1194,4/3/2017
1195,4/4/2017
1196,4/5/2017
1197,4/6/2017
1198,4/7/2017
1199,4/8/2017
1200,4/9/2017
1201,4/10/2017
1202,4/11/2017
1203,4/12/2017
1204,4/13/2017
1205,4/14/2017
1206,4/15/2017
1207,4/16/2017
1208,4/17/2017
1209,4/18/2017
1210,4/19/2017
1211,4/20/2017
1212,4/21/2017
1213,4/22/2017
1214,4/23/2017
1215,4/24/2017
1216,4/25/2017
1217,4/26/2017
1218,4/27/2017
1219,4/28/2017
1220,4/29/2017
1221,4/30/2017
1222,5/1/2017
1223,5/2/2017
1224,5/3/2017
1225,5/4/2017
1226,5/5/2017
1227,5/6/2017
1228,5/7/2017
1229,5/8/2017
1230,5/9/2017
1231,5/10/2017
1232,5/11/2017
1233,5/12/2017
1234,5/13/2017
1235,5/14/2017
1236,5/15/2017
1237,5/16/2017
1238,5/17/2017
1239,5/18/2017
1240,5/19/2017
1241,5/20/2017
1242,5/21/2017
1243,5/22/2017
1244,5/23/2017
1245,5/24/2017
1246,5/25/2017
1247,5/26/2017
1248,5/27/2017
1249,5/28/2017
1250,5/29/2017
1251,5/30/2017
1252,5/31/2017
1253,6/1/2017
1254,6/2/2017
1255,6/3/2017
1256,6/4/2017
1257,6/5/2017
1258,6/6/2017
1259,6/7/2017
1260,6/8/2017
1261,6/9/2017
1262,6/10/2017
1263,6/11/2017
1264,6/12/2017
1265,6/13/2017
1266,6/14/2017
1267,6/15/2017
1268,6/16/2017
1269,6/17/2017
1270,6/18/2017
1271,6/19/2017
1272,6/20/2017
1273,6/21/2017
1274,6/22/2017
1275,6/23/2017
1276,6/24/2017
1277,6/25/2017
1278,6/26/2017
1279,6/27/2017
1280,6/28/2017
1281,6/29/2017
1282,6/30/2017
1283,7/1/2017
1284,7/2/2017
1285,7/3/2017
1286,7/4/2017
1287,7/5/2017
1288,7/6/2017
1289,7/7/2017
1290,7/8/2017
1291,7/9/2017
1292,7/10/2017
1293,7/11/2017
1294,7/12/2017
1295,7/13/2017
1296,7/14/2017
1297,7/15/2017
1298,7/16/2017
1299,7/17/2017
1300,7/18/2017
1301,7/19/2017
1302,7/20/2017
1303,7/21/2017
1304,7/22/2017
1305,7/23/2017
1306,7/24/2017
1307,7/25/2017
1308,7/26/2017
1309,7/27/2017
1310,7/28/2017
1311,7/29/2017
1312,7/30/2017
1313,7/31/2017
1314,8/1/2017
1315,8/2/2017
1316,8/3/2017
1317,8/4/2017
1318,8/5/2017
1319,8/6/2017
1320,8/7/2017
1321,8/8/2017
1322,8/9/2017
1323,8/10/2017
1324,8/11/2017
1325,8/12/2017
1326,8/13/2017
1327,8/14/2017
1328,8/15/2017
1329,8/16/2017
1330,8/17/2017
1331,8/18/2017
1332,8/19/2017
1333,8/20/2017
1334,8/21/2017
1335,8/22/2017
1336,8/23/2017
1337,8/24/2017
1338,8/25/2017
1339,8/26/2017
1340,8/27/2017
1341,8/28/2017
1342,8/29/2017
1343,8/30/2017
1344,8/31/2017
1345,9/1/2017
1346,9/2/2017
1347,9/3/2017
1348,9/4/2017
1349,9/5/2017
1350,9/6/2017
1351,9/7/2017
1352,9/8/2017
1353,9/9/2017
1354,9/10/2017
1355,9/11/2017
1356,9/12/2017
1357,9/13/2017
1358,9/14/2017
1359,9/15/2017
1360,9/16/2017
1361,9/17/2017
1362,9/18/2017
1363,9/19/2017
1364,9/20/2017
1365,9/21/2017
1366,9/22/2017
1367,9/23/2017
1368,9/24/2017
1369,9/25/2017
1370,9/26/2017
1371,9/27/2017
1372,9/28/2017
1373,9/29/2017
1374,9/30/2017
1375,10/1/2017
1376,10/2/2017
1377,10/3/2017
1378,10/4/2017
1379,10/5/2017
1380,10/6/2017
1381,10/7/2017
1382,10/8/2017
1383,10/9/2017
1384,10/10/2017
1385,10/11/2017
1386,10/12/2017
1387,10/13/2017
1388,10/14/2017
1389,10/15/2017
1390,10/16/2017
1391,10/17/2017
1392,10/18/2017
1393,10/19/2017
1394,10/20/2017
1395,10/21/2017
1396,10/22/2017
1397,10/23/2017
1398,10/24/2017
1399,10/25/2017
1400,10/26/2017
1401,10/27/2017
1402,10/28/2017
1403,10/29/2017
1404,10/30/2017
1405,10/31/2017
1406,11/1/2017
1407,11/2/2017
1408,11/3/2017
1409,11/4/2017
1410,11/5/2017
1411,11/6/2017
1412,11/7/2017
1413,11/8/2017
1414,11/9/2017
1415,11/10/2017
1416,11/11/2017
1417,11/12/2017
1418,11/13/2017
1419,11/14/2017
1420,11/15/2017
1421,11/16/2017
1422,11/17/2017
1423,11/18/2017
1424,11/19/2017
1425,11/20/2017
1426,11/21/2017
1427,11/22/2017
1428,11/23/2017
1429,11/24/2017
